FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
102,אקסלנס גמל פלטינום,תגמולים ואישית לפיצויים,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201111,01/01/1970,כלל האוכלוסיה,כללי,כללי,1.96,10.93,-3.47,-12.44,1374.79,1.3,,-1.4,-3.16,40.47,24.16,11.99,4.42,7.87,0.72,0.24,76.4,412.99,347.33,202.49,513026484,10/07/2018 08:23
102,אקסלנס גמל פלטינום,תגמולים ואישית לפיצויים,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201112,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.53,20.48,-6.37,-22.32,1355.67,1.3,,0.34,-2.83,40.63,24.26,12.04,4.44,7.87,0.6,0.25,76.6,394.2,330.7,178.89,513026484,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201101,02/02/1976,כלל האוכלוסיה,כללי,כללי,40.34,100.81,-74.37,-134.84,20317.16,1.14,,0.17,0.17,24.63,39.29,7.62,6.85,7.73,0.48,0.66,82.2,6317.13,3776.66,1536.99,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201102,02/02/1976,כלל האוכלוסיה,כללי,כללי,30.24,80.79,-53.51,-104.06,20226.16,1.14,,0.16,0.33,22.39,40.45,6.97,7.03,7.72,0.48,0.67,82.3,6037.33,3958.73,1669.53,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201103,02/02/1976,כלל האוכלוסיה,כללי,כללי,31.97,74.21,-74.21,-116.45,20090.51,1.14,,0,0.33,25.9,39.3,7.98,6.85,7.72,0.6,0.64,82.6,5993.22,4109.24,1520.99,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201104,02/02/1976,כלל האוכלוסיה,כללי,כללי,29.85,58.16,-22.45,-50.76,20042.1,1.14,,0.11,0.44,22.71,36.96,7.06,6.49,7.7,0.72,0.61,83,5780.92,4276.85,1628.95,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201105,02/02/1976,כלל האוכלוסיה,כללי,כללי,34.43,96.09,-44.63,-106.29,19774.28,1.14,,-0.71,-0.27,19.96,36.46,6.25,6.41,7.71,0.6,0.57,83.1,5229.62,4058.47,1060.97,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201106,02/02/1976,כלל האוכלוסיה,כללי,כללי,25.64,94.29,-68.57,-137.22,19383.11,1.14,,-1.19,-1.46,18.84,37.94,5.92,6.64,7.65,0.48,0.53,83,4730.84,4116.68,1154.93,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201107,02/02/1976,כלל האוכלוסיה,כללי,כללי,31.9,103.61,-63.38,-135.09,19287.21,1.14,,0.29,-1.17,21.06,36.74,6.58,6.46,7.64,0.48,0.52,82.6,4652.16,4082.69,1287.01,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201108,02/02/1976,כלל האוכלוסיה,כללי,כללי,32.38,107.91,-95.57,-171.1,18612.4,1.14,,-2.51,-3.65,18.21,32.75,5.73,5.83,7.77,0.48,0.37,82.7,4341.29,4516.02,1720.9,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201109,02/02/1976,כלל האוכלוסיה,כללי,כללי,29.24,96.19,-68.62,-135.57,18134.73,1.14,,-1.74,-5.33,23.15,29.5,7.19,5.31,7.83,0.36,0.27,82.5,4108.09,4124.89,2235.56,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201110,02/02/1976,כלל האוכלוסיה,כללי,כללי,32.25,85.81,-57.16,-110.72,18558.33,1.14,,3.06,-2.43,37.56,30.15,11.22,5.41,7.86,0.6,0.36,82.4,4376.54,4625.61,2620.62,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201111,02/02/1976,כלל האוכלוסיה,כללי,כללי,29.8,128.71,-64.94,-163.85,18030.87,1.14,,-1.87,-4.26,38.04,26.39,11.34,4.8,7.92,0.48,0.25,82.6,4186.55,4489.12,2557.92,513765347,10/07/2018 08:23
106,פסגות גדיש כללי,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201112,02/02/1976,כלל האוכלוסיה,כללי,כללי,46.68,182.52,-89.67,-225.51,17946.67,1.14,,0.88,-3.42,40.08,27.11,11.89,4.91,7.93,0.48,0.28,82.8,4237.7,4694.31,2520.13,513765347,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201101,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.47,3.39,-5.38,-8.3,887.75,1.49,,1.34,1.34,24.31,36.11,7.52,6.36,8.57,0.12,0.58,79.8,315.38,155.47,117.85,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201102,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.42,4.84,-3.69,-8.11,880.41,1.49,,0.21,1.55,22.87,37.18,7.11,6.53,8.56,0.12,0.59,80,305.66,141.38,90.17,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201103,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.43,4.44,-5.43,-9.44,868.37,1.49,,-0.16,1.39,26.6,35.5,8.18,6.26,8.56,0.12,0.56,80.6,316.24,129.79,80.26,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201104,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.52,3,-2.31,-4.79,863.97,1.49,,0.17,1.56,23.83,32.93,7.38,5.86,8.53,0.24,0.53,80.7,303.98,133.87,83.51,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201105,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.47,10.57,-2.21,-12.31,844.85,1.49,,-0.67,0.88,21.46,32.03,6.7,5.71,8.54,0,0.49,80.4,299.38,135.1,84.73,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201106,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.59,6.16,-1.94,-7.51,826.1,1.49,,-1.21,-0.34,21.48,33.85,6.7,6,8.47,0,0.46,80.2,289.99,127.99,76.78,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201107,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.35,5.02,-2.93,-7.6,817.31,1.49,,-0.03,-0.37,22.93,32.28,7.12,5.75,8.47,-0.12,0.44,80.1,285.13,128.5,78.25,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201108,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.47,4.32,-1.84,-5.69,788.39,1.49,,-2.71,-3.07,19.67,27.61,6.17,5,8.59,-0.24,0.29,80.3,273.69,135.66,80.59,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201109,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.5,5.07,-2.2,-6.77,768.27,1.49,,-1.56,-4.58,24.26,25.02,7.51,4.57,8.63,-0.12,0.22,79.6,259.25,140.67,81.84,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201110,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.47,3.5,-1.68,-4.71,785.41,1.49,,2.98,-1.74,41.53,25.9,12.27,4.71,8.67,0.12,0.3,79.9,264.82,144.96,88.72,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201111,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.52,3.78,-2.37,-5.63,765.83,1.49,,-1.66,-3.37,45.28,22.09,13.26,4.07,8.71,0,0.2,79.7,260.83,151.29,84.91,513728691,10/07/2018 08:23
111,מיטב מירון,תגמולים ואישית לפיצויים,אחר,"מיטב ישיר גמל בע""מ",201112,01/01/1970,כלל האוכלוסיה,כללי,כללי,2.27,8.01,-5.52,-11.26,756.16,1.49,,0.33,-3.05,45.1,22.72,13.21,4.18,8.7,-0.12,0.21,80,255.03,146.42,81.91,513728691,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201101,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.83,11.72,-8.64,-15.53,2161.16,1.01,,0.28,0.28,8.16,18.79,2.65,3.5,9.96,-2.64,0.21,79.9,682.08,382.97,200.41,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201102,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.76,10.23,-7.29,-12.76,2147.94,1.01,,0.06,0.34,6.47,19.64,2.11,3.65,9.95,-2.64,0.22,80,657.03,403.51,217.59,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201103,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.51,9.06,-9.59,-14.14,2132.84,1.01,,0.04,0.38,10.59,18.7,3.41,3.49,9.95,-2.76,0.21,80.8,678.55,435.02,229.48,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201104,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.41,6.97,-5.55,-8.11,2122.28,1.01,,-0.04,0.34,7.98,16.43,2.59,3.09,9.92,-2.52,0.18,81.3,637.26,420.61,188.61,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201105,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.92,9.67,-7.28,-12.03,2089.37,1.01,,-0.9,-0.56,5.79,15.78,1.89,2.97,9.93,-2.52,0.15,81.2,617.87,454.09,179.09,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201106,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.45,11.09,-8.25,-14.89,2045.39,1.01,,-1.31,-1.87,6.3,17.19,2.06,3.22,9.88,-2.64,0.12,81.1,574.97,459.04,173.21,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201107,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.62,12.42,-6.86,-14.66,2032.34,1.01,,0.16,-1.71,8.22,15.98,2.67,3.01,9.87,-2.64,0.11,80.5,557.59,459.33,198.9,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201108,01/01/1970,כלל האוכלוסיה,כללי,כללי,5.25,10.97,-11.92,-17.64,1949.18,1.01,,-3.14,-4.79,5.32,11.86,1.74,2.27,9.99,-2.52,-0.02,80.5,531.18,475.66,182.07,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201109,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.6,8.06,-7.18,-10.64,1894.08,1.01,,-2.2,-6.89,12.38,8.57,3.97,1.66,10.04,-2.64,-0.11,80,506.5,445.43,241.14,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201110,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.83,8.63,-6.2,-10,1948.25,1.01,,3.49,-3.64,30.49,9.41,9.28,1.81,10.09,-2.28,-0.01,80.1,541.31,486.4,267.15,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201111,01/01/1970,כלל האוכלוסיה,כללי,כללי,4.51,14.1,-7.88,-17.47,1890.29,1.01,,-2,-5.57,35.61,5.95,10.69,1.16,10.13,-2.28,-0.1,80.4,515.48,470.99,263.04,513765347,10/07/2018 08:23
113,פסגות קרן אור,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201112,01/01/1970,כלל האוכלוסיה,כללי,כללי,5.56,20.87,-12.64,-27.95,1875.19,1.01,,0.77,-4.84,41.89,6.48,12.37,1.26,10.13,-2.4,-0.08,80.5,503.24,468.64,259.63,513765347,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201101,01/01/1970,כלל האוכלוסיה,כללי,כללי,-0.08,0.07,0.49,0.34,19.17,,,0.28,0.28,24.48,42.44,7.57,7.33,6.44,0.84,0.78,88.8,4.57,1.43,1.48,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201102,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.01,0.03,0.62,0.6,19.74,,,-0.05,0.23,22.01,42.89,6.86,7.4,6.43,0.84,0.77,89.4,4.46,1.32,1.42,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201103,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.01,0.04,0.11,0.08,19.71,,,-0.42,-0.19,24.82,41.35,7.67,7.17,6.44,0.84,0.72,89.6,4.4,1.3,1.39,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201104,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.02,0.04,0.7,0.68,20.39,,,0.03,-0.16,21.61,39.45,6.74,6.88,6.44,0.96,0.68,90.1,4.39,1.33,1.37,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201105,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.02,0,0.22,0.24,20.53,,,-0.37,-0.53,19.21,39.21,6.03,6.84,6.44,0.84,0.65,90.3,4.28,1.49,1.59,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201106,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.02,3.08,0.12,-2.94,17.44,,,-0.67,-1.2,18.85,40.21,5.93,6.99,6.41,0.72,0.62,89.5,3.78,1.52,1.62,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201107,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.02,0,-0.57,-0.55,16.94,,,0.34,-0.86,20.49,39.07,6.41,6.82,6.4,0.6,0.61,89.2,3.83,1.55,1.65,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201108,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.01,0.52,-1.14,-1.65,15.05,,,-1.32,-2.17,18.9,35.76,5.94,6.31,6.45,0.48,0.5,88.3,3.69,1.54,1.64,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201109,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.01,0.07,-0.15,-0.21,14.62,,,-1.28,-3.42,22.95,33.05,7.13,5.88,6.5,0.48,0.4,89,3.5,1.72,1.79,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201110,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.02,0.07,0,-0.05,14.89,,,2.27,-1.23,34.24,33,10.31,5.87,6.5,0.6,0.47,88.8,3.47,1.75,1.76,513789842,10/07/2018 08:23
114,אי.בי.אי שחר תגמולים ופיצויים,תגמולים ואישית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201111,01/01/1970,כלל האוכלוסיה,כללי,כללי,0.02,0.04,-0.18,-0.2,14.51,,,-1.1,-2.32,34.11,30.12,10.28,5.41,6.53,0.48,0.37,89,3.39,1.81,1.81,513789842,10/07/2018 08:23
115,קופת גמל הגומל מסלול כללי,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201101,01/01/1970,עובדי סקטור מסויים,כללי,כללי,1.45,3.25,-1.43,-3.23,814.93,0.27,,-0.04,-0.04,23.87,40.44,7.4,7.03,5.66,0.84,0.85,88.1,251.25,71.43,43.75,520027624,10/07/2018 08:23
115,קופת גמל הגומל מסלול כללי,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201102,01/01/1970,עובדי סקטור מסויים,כללי,כללי,1.41,3.54,-1.79,-3.92,812.51,0.27,,0.2,0.16,22,41.3,6.85,7.16,5.64,0.84,0.86,88.2,252.71,71.79,75.68,520027624,10/07/2018 08:23
115,קופת גמל הגומל מסלול כללי,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201103,01/01/1970,עובדי סקטור מסויים,כללי,כללי,1.37,4.53,-1.52,-4.68,806.6,0.27,,-0.14,0.02,23.86,39.66,7.39,6.91,5.65,0.84,0.81,88.4,262.43,78.78,53.75,520027624,10/07/2018 08:23
115,קופת גמל הגומל מסלול כללי,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201104,01/01/1970,עובדי סקטור מסויים,כללי,כללי,1.51,5.76,-0.57,-4.82,802.58,0.27,,0.11,0.13,21.69,37.27,6.76,6.54,5.62,0.96,0.77,88.5,265.3,87.64,58.88,520027624,10/07/2018 08:23
115,קופת גמל הגומל מסלול כללי,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201105,01/01/1970,עובדי סקטור מסויים,כללי,כללי,1.37,7.36,-0.91,-6.9,790.04,0.27,,-0.64,-0.51,19.62,37.07,6.15,6.51,5.63,0.72,0.72,88.7,248.66,86.22,58.6,520027624,10/07/2018 08:23
115,קופת גמל הגומל מסלול כללי,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201106,01/01/1970,עובדי סקטור מסויים,כללי,כללי,1.38,5.41,-0.75,-4.78,776.68,0.27,,-1.06,-1.57,18.21,38.15,5.73,6.68,5.57,0.6,0.67,89.1,246.43,84.11,44.48,520027624,10/07/2018 08:23
115,קופת גמל הגומל מסלול כללי,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201107,01/01/1970,עובדי סקטור מסויים,כללי,כללי,1.43,5.29,-1.4,-5.26,772.24,0.27,,0.12,-1.45,19.45,37.17,6.1,6.53,5.58,0.6,0.64,89,239.77,84.17,44.28,520027624,10/07/2018 08:23
