FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202201","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","67.34","14.09","247.94","301.19","9599.80","0.49","0.12","-2.01","-2.01","30.76","41.73","9.35","7.22","6.49","1.20","1.18","80","4274.71","3537.49","1974.64","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202202","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","62.99","13.85","291","340.14","9889.50","0.49","0.12","-0.48","-2.48","28.70","40.29","8.77","7.01","6.50","1.20","1.13","80.30","4422.33","3635.10","2039.63","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202203","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","57.85","20.96","289.07","325.96","10296.57","0.49","0.12","0.82","-1.68","29.07","41.24","8.88","7.15","6.50","1.20","1.16","80.30","4740.57","3980.24","2171.18","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202204","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","37.64","12.99","165.58","190.23","10341.89","0.49","0.12","-1.36","-3.02","25.29","37.81","7.80","6.62","6.56","1.20","1.04","79.90","4711.37","3921.66","1991.78","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202205","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","24.79","22.62","213.83","216","10269.24","0.49","0.12","-2.77","-5.70","23.15","32.55","7.19","5.80","6.72","1.20","0.84","79.50","4509.94","4005.51","2103.43","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202206","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","20.17","23.29","256.62","253.5","10291.38","0.49","0.12","-2.22","-7.80","18.34","30.35","5.77","5.44","6.81","0.84","0.71","78.60","4436.71","4001.33","1991.77","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202207","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","21.46","25.81","192.45","188.1","10807.23","0.49","0.12","3.20","-4.85","21.41","32.97","6.68","5.86","6.91","0.96","0.82","78.70","4618.09","4016.01","2124.55","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202208","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","13.48","23.02","188.03","178.49","10874.02","0.49","0.12","-0.98","-5.78","20.60","31.66","6.44","5.66","6.94","1.08","0.75","78.90","4636.91","3900.48","1967.13","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202209","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","18.57","33.16","64.44","49.85","10491.72","0.49","0.12","-3.93","-9.48","14.31","25.87","4.56","4.71","7.22","0.96","0.51","77.20","4264.18","3811.86","1880.46","512065202","11/27/2022 12:00:00 AM"
"103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202210","1/1/1970 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","10.08","25.87","46.65","30.86","10741.20","0.49","0.12","2.12","-7.56","15.45","27.46","4.91","4.97","7.25","1.08","0.58","78.60","4368.45","4034.32","2080.77","512065202","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202201","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","3.24","4.79","-7.57","-9.12","718.17","0.52","0.03","-1.14","-1.14","10.04","14.78","3.24","2.80","3.02","-0.72","0.79","83.70","0.54","79.16","63.78","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202202","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","1.24","1.68","0.96","0.52","711.06","0.52","0.03","-1.02","-2.15","8.20","13.78","2.66","2.62","3.07","-0.48","0.66","83.50","2.15","79.43","61.76","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202203","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","2.84","3.4","-11.86","-12.42","696.95","0.52","0.03","-0.20","-2.34","7.06","13.20","2.30","2.51","3.07","-0.48","0.62","83.30","2.22","104.42","63.90","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202204","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.53","2.02","-2.48","-3.97","687.85","0.52","0.03","-0.69","-3.02","5.83","11.52","1.91","2.20","3.09","-0.48","0.51","83.20","2.31","132.75","63.41","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202205","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.37","3.69","-5.2","-8.52","668.25","0.52","0.03","-1.57","-4.54","3.88","9.12","1.28","1.76","3.18","-0.48","0.30","83","0.34","137.68","65.30","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202206","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.64","3.4","-3.71","-6.47","663.06","0.52","0.03","0.25","-4.30","3.33","9.73","1.10","1.87","3.17","-0.48","0.33","82.90","0.34","146.23","63.98","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202207","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","1.7","2.5","-6.48","-7.28","662.38","0.52","0.03","1.05","-3.30","3.38","9.99","1.11","1.92","3.18","-0.48","0.40","83","0","130.75","68.12","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202208","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","1.57","2.46","-3.81","-4.7","648.57","0.52","0.03","-1.33","-4.58","1.27","7.76","0.42","1.51","3.24","-0.36","0.22","82.80","0","127.55","66.89","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202209","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","-0.05","2.06","-0.22","-2.33","635.68","0.52","0.03","-1.59","-6.10","-0.72","6.26","-0.24","1.22","3.33","-0.36","0.04","83.10","0","128.24","62.68","512244146","11/27/2022 12:00:00 AM"
"117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202210","11/14/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.51","2.96","-0.15","-2.6","633.16","0.52","0.03","0.06","-6.04","-1.20","5.89","-0.40","1.15","3.33","-0.48","0.02","83.90","0.07","132.70","64.08","512244146","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202201","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","-1.27","0.79","1.28","-0.78","301.93","0.29","","-2.11","-2.11","31.38","41.93","9.52","7.25","6.81","0.72","1.11","91.30","154.41","92.41","69.53","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202202","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","-0.01","0.12","-0.14","-0.27","298.65","0.29","","-0.97","-3.06","27.97","39.51","8.57","6.89","6.85","0.60","1.03","91","152.99","90.41","67.26","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202203","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.87","0.09","0","0.78","300.48","0.29","","0.38","-2.69","26.91","39.20","8.27","6.84","6.85","0.48","1.03","91.40","152.96","93.70","68.17","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202204","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","-0.87","3.49","0.87","-3.49","293.85","0.29","","-1.02","-3.68","23.38","36.11","7.25","6.36","6.88","0.48","0.94","91.40","151.70","91.94","65.05","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202205","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.64","0.19","0","0.45","283.92","0.29","","-3.51","-7.06","20.16","29.80","6.31","5.35","7.10","0.36","0.70","91.50","143.32","89.42","62.61","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202206","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0.33","0","-0.33","278.37","0.29","","-1.82","-8.76","15.82","28.67","5.02","5.17","7.15","0.24","0.62","91.20","138.89","85.79","58.80","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202207","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","-0.64","0.71","0.64","-0.71","287.46","0.29","","3.56","-5.51","18.89","31.74","5.94","5.67","7.28","0.48","0.74","90.90","146.66","89.46","63.29","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202208","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.23","0.36","0","-0.13","284.23","0.29","","-1.06","-6.51","17.55","29.53","5.54","5.31","7.31","0.48","0.66","91","145.04","84.69","58.94","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202209","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","-0.23","0.16","0.23","-0.16","271.37","0.29","","-4.45","-10.67","10.91","23.33","3.51","4.28","7.63","0.36","0.41","90.20","135.07","82.97","55.59","511880460","11/27/2022 12:00:00 AM"
"118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202210","11/8/1994 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","2.01","0.11","-0.26","1.64","277.47","0.29","","1.66","-9.19","10.96","24.16","3.53","4.42","7.65","0.36","0.46","90.40","138.90","86.54","58.46","511880460","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202201","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.9","14.24","-2.56","-15.9","941.19","0.61","0.62","-1.31","-1.31","18.17","26.39","5.72","4.80","5.42","-0.60","0.90","78.50","253.08","361.61","163.18","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202202","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.87","7.84","11.6","4.63","937.71","0.61","0.62","-0.81","-2.11","16.02","25.03","5.08","4.57","5.45","-0.60","0.83","77.70","247.35","366.17","171.27","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202203","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.65","13.76","10.24","-2.87","936.99","0.61","0.62","0.29","-1.83","15.55","24.98","4.94","4.56","5.45","-0.60","0.83","77.30","244.97","301.58","166.55","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202204","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.59","4.11","3.23","-0.29","927.55","0.61","0.62","-0.92","-2.73","13.10","22.65","4.19","4.17","5.47","-0.48","0.74","76.70","236.34","357.38","165.11","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202205","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.51","7.42","5.23","-1.68","907.06","0.61","0.62","-1.96","-4.64","11.37","19.26","3.65","3.59","5.56","-0.24","0.58","75.70","233.54","364.91","170.03","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202206","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.69","14.61","9.02","-4.9","894.24","0.61","0.62","-0.83","-5.43","8.92","18.83","2.89","3.51","5.58","-0.36","0.53","74.70","218.06","298.59","152.78","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202207","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.53","6.4","-0.64","-6.51","903.89","0.61","0.62","1.87","-3.66","10.34","19.98","3.33","3.71","5.61","-0.36","0.62","74.70","224.47","361.74","168.06","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202208","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.96","7.86","7.33","0.43","891.38","0.61","0.62","-1.37","-4.98","9.32","17.60","3.01","3.30","5.66","-0.36","0.50","74.60","217.35","357.79","157.05","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202209","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.55","7.01","13.54","7.08","873.65","0.61","0.62","-2.76","-7.60","5.31","14.04","1.74","2.66","5.82","-0.36","0.30","73.80","207.92","355.05","144.31","512245812","11/27/2022 12:00:00 AM"
"119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202210","6/28/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.77","9.39","12.81","4.19","888.44","0.61","0.62","1.26","-6.44","5.65","14.59","1.85","2.76","5.84","-0.36","0.35","74.10","208.77","364.89","158.41","512245812","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202201","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","0","0.11","-0.12","-0.23","78.13","0.45","","","","","","","","","","","97","0.03","0.61","0.56","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202202","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","-0.02","0.06","-0.06","-0.14","78.42","0.45","","","","","","","","","","","97","0.02","0.62","0.57","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202203","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","-0.02","0.64","0.03","-0.63","78.63","0.45","","","","","","","","","","","97","0.02","0.62","0.80","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202204","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","0.01","0.07","-0.54","-0.6","78.75","0.45","","","","","","","","","","","97.10","0.02","0.58","0.73","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202205","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","0","0.06","-0.11","-0.17","79.48","0.45","","","","","","","","","","","97.10","0.02","0.60","0.71","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202206","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","0.01","0.06","-0.03","-0.08","80.15","0.45","","","","","","","","","","","97.10","0.02","0.58","0.65","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202207","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","0","0.11","-0.26","-0.37","80.37","0.45","","","","","","","","","","","97","0.40","0.82","0.82","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202208","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","0.01","0.06","-0.13","-0.18","81.41","0.45","","","","","","","","","","","97","0.39","0.73","0.80","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202209","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","-0.03","0.06","-0.22","-0.31","81.14","0.45","","","","","","","","","","","97","0.33","0.72","0.74","512065202","11/27/2022 12:00:00 AM"
"120","מיטב דש ביטחון מבטיח תשואה 4.5%","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ","202210","3/1/1973 12:00:00 AM","כלל האוכלוסיה","מבטיח תשואה","מבטיח תשואה","0.01","0.23","-0.84","-1.06","80.54","0.45","","","","","","","","","","","97.20","0.34","0.66","0.70","512065202","11/27/2022 12:00:00 AM"
