FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
101,"הראל אג""ח עד 25% מניות ",תגמולים ואישית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202011,01/04/1979,כלל האוכלוסיה,"אג""ח",משולב מניות,9.13,42.61,-57.23,-90.71,9687.34,0.67,0.7,2.75,1.83,11,20.53,3.54,3.81,4.64,0.48,0.73,74.3,2515.61,3122.63,1626.57,512267592,22/06/2021
101,"הראל אג""ח עד 25% מניות ",תגמולים ואישית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202012,01/04/1979,כלל האוכלוסיה,"אג""ח",משולב מניות,125.8,43.25,-91.02,-8.47,9669.8,0.67,0.7,1.1,2.95,11.42,22.85,3.67,4.2,4.63,0.6,0.81,75,2520.67,3104.03,1627.19,512267592,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202001,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,10.39,15.87,-50.03,-55.51,7210.26,0.58,0.67,0.57,0.57,18.62,25.05,5.86,4.57,3.85,1.44,1.28,76.9,2754.74,2825.14,1383.78,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202002,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,8.83,16.34,-40.38,-47.89,6978.73,0.58,0.67,-2.52,-1.96,15.01,19.2,4.77,3.58,3.96,1.56,0.91,76.8,2638.59,2798.03,1230.3,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202003,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,8.74,26.55,-113.19,-131,6242.97,0.58,0.67,-8.59,-10.39,4.98,8.21,1.63,1.59,5.61,0.96,0.09,74.3,2269.06,2525.97,1031.21,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202004,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,6.33,7.12,-17.19,-17.98,6539.56,0.58,0.67,5.1,-5.82,9.13,13.16,2.96,2.5,6.03,0.96,0.32,74.2,2322.98,2627.83,1157.12,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202005,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,5.19,12.72,-19.84,-27.37,6598.16,0.58,0.67,1.37,-4.52,9.44,13.91,3.05,2.64,6.05,1.08,0.38,74,2425.32,2856.12,1281.53,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202006,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,6.24,15.73,-43.85,-53.34,6503.6,0.58,0.67,-0.58,-5.08,9.43,15.59,3.05,2.94,5.97,1.08,0.37,75,2371.81,2853,1334.7,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202007,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,6.35,17.04,-47.94,-58.63,6603.85,0.58,0.67,2.5,-2.71,10.88,16.83,3.5,3.16,6.03,1.08,0.46,75.2,2475.11,3102.71,1437.09,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202008,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,5.75,18.62,-43.03,-55.9,6734.43,0.58,0.67,2.88,0.1,14.06,21.99,4.48,4.06,6.09,1.32,0.61,75,2529.67,3115.71,1541.43,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202009,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,10.03,18.37,-34.81,-43.15,6595.03,0.58,0.67,-1.38,-1.28,11.93,22.52,3.83,4.15,6.06,1.32,0.56,75.4,2482.93,3095.49,1483.77,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202010,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,5.88,21.18,-33.77,-49.07,6572.83,0.58,0.67,0.45,-0.84,11.5,20.21,3.7,3.75,5.99,1.32,0.54,75.5,2390.19,3026.33,1461.26,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202011,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,8.51,16.2,-32.84,-40.53,6825.64,0.58,0.67,4.52,3.64,15.57,25.82,4.94,4.7,6.28,1.32,0.72,75.6,2742.34,3159.9,1540.66,512065202,22/06/2021
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",202012,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,21.18,17.86,-41.01,-37.69,6926,0.58,0.67,2.09,5.81,16.89,29.75,5.34,5.35,6.29,1.56,0.82,76.2,2818.59,3132.84,1570.13,512065202,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202001,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,2.02,3.53,-9.05,-10.56,976.53,0.57,0,0.24,0.24,14.27,21.05,4.55,3.89,3.1,0.96,1.32,86.3,214.01,176.9,186.73,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202002,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,1.67,4.01,-13.81,-16.15,946.92,0.57,0,-1.36,-1.12,12.39,16.39,3.97,3.08,3.01,0.96,1.05,86.3,209.37,169.2,178.11,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202003,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,0.28,3.54,-18.1,-21.36,868.71,0.57,0,-5.92,-6.98,5.67,8.9,1.86,1.72,4.08,0.96,0.2,85.6,205.86,156.99,158.73,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202004,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,1.07,1.44,-3.57,-3.94,896.53,0.57,0,3.73,-3.51,8.57,12.27,2.78,2.34,4.38,0.84,0.42,85.9,224.83,170.16,171.93,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202005,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,1.66,2.06,5.64,5.24,910.46,0.57,0,1,-2.54,8.57,13,2.78,2.47,4.4,0.96,0.48,86.9,149.16,189.29,168.13,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202006,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,0.41,4.94,1.04,-3.49,906.06,0.57,0,-0.06,-2.6,9.07,15.3,2.94,2.89,4.28,1.08,0.52,87.1,162.34,178.54,175.95,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202007,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,0.62,3.09,-10.96,-13.43,900.8,0.57,0,0.95,-1.68,8.83,15.28,2.86,2.88,4.28,1.08,0.56,86.5,171.56,187.26,172.82,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202008,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,1.77,3.23,-3.01,-4.47,909.25,0.57,0,1.49,-0.21,10.03,18.64,3.24,3.48,4.25,1.2,0.68,86.4,178.47,196.88,169.38,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202009,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,0.82,2.95,-10.71,-12.84,888.65,0.57,0,-0.81,-1.02,8.81,19.55,2.85,3.64,4.19,1.2,0.65,86.4,179.6,211.39,175.58,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202010,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,0.93,3,-7.2,-9.27,877.88,0.57,0,-0.13,-1.15,7.95,17.05,2.58,3.2,4.13,1.08,0.59,86.5,198.54,207.16,165.15,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202011,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,1.02,2.52,-13.5,-15,883.44,0.57,0,2.4,1.23,9.71,19.74,3.14,3.67,4.23,0.72,0.73,86.8,217.78,219.56,160.55,512227265,22/06/2021
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",202012,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,1.09,5.58,-11.78,-16.27,876.06,0.57,0,1.07,2.31,10.16,21.84,3.28,4.03,4.22,0.84,0.82,87.2,219.28,217.69,154.55,512227265,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202001,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",1.02,4.5,-4.4,-7.88,850.99,0.53,0.03,0.43,0.43,11.15,12.03,3.59,2.3,2.18,-0.48,1.33,86.7,0.02,89.33,81.78,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202002,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",2.32,2.85,0.2,-0.33,854.7,0.53,0.03,0.52,0.95,11.9,11.17,3.82,2.14,2.13,-0.48,1.39,86.9,0.02,89.01,82.19,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202003,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",1.88,4.09,3.21,1,814.01,0.53,0.03,-4.82,-3.91,6.17,5.99,2.02,1.17,3.08,-0.84,0.26,87,0.02,91.81,90.17,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202004,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.45,1.41,-4.38,-5.34,829.75,0.53,0.03,2.64,-1.38,8.1,8.13,2.63,1.58,3.28,-0.84,0.46,86.5,0.02,103.04,92.02,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202005,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",-0.67,2.02,5.02,2.33,841.85,0.53,0.03,1.22,-0.17,8.78,10.09,2.84,1.94,3.3,-0.72,0.58,86.7,0.02,112.11,94.41,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202006,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.48,4.37,-10.17,-14.06,825.47,0.53,0.03,-0.24,-0.41,8.84,12.89,2.86,2.45,3.03,-0.84,0.65,87.2,0.02,115,90.61,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202007,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",1.26,4.49,0.35,-2.88,827.4,0.53,0.03,0.63,0.21,8.65,12.48,2.8,2.38,3.02,-0.84,0.67,87.3,0.02,116.52,90.5,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202008,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",2.37,5.03,-5.67,-8.33,825.67,0.53,0.03,0.85,1.07,8.8,12.88,2.85,2.45,3.03,-0.84,0.73,87.2,0.02,117.91,87.98,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202009,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",2.89,2.28,-1.45,-0.84,818.1,0.53,0.03,-0.77,0.29,8.18,12.91,2.66,2.46,3.03,-0.84,0.66,87.1,0.02,122.96,93.64,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202010,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",3.64,1.11,-4.87,-2.34,814.12,0.53,0.03,-0.16,0.13,7.56,11.74,2.46,2.24,3.02,-0.72,0.61,86.7,0.02,125.51,93.91,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202011,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.39,2.73,-14.33,-16.67,804.79,0.53,0.03,0.95,1.08,8.19,13.17,2.66,2.51,3.03,-0.96,0.71,86,0.02,132.49,90.26,512244146,22/06/2021
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202012,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.76,1.99,-10.84,-12.07,795.56,0.53,0.03,0.41,1.49,8,13.78,2.6,2.62,3.02,-0.96,0.74,85.7,0.03,130.85,85.85,512244146,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202001,08/11/1994,כלל האוכלוסיה,כללי,כללי,0.24,0.34,-0.18,-0.28,147.75,0.34,,1.02,1.02,21.63,29.54,6.74,5.31,4.11,1.56,1.42,89.7,60.74,37.75,30.11,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202002,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.16,-0.17,-0.33,142.99,0.34,,-2.98,-1.99,17.13,22.81,5.41,4.19,4.29,1.44,1,89.5,56.76,35.55,27.35,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202003,08/11/1994,כלל האוכלוסיה,כללי,כללי,1,0.37,28.3,28.93,160.93,0.34,,-8.73,-10.55,6.26,11.49,2.04,2.2,5.91,1.2,0.19,91.3,60.76,44.32,31,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202004,08/11/1994,כלל האוכלוסיה,כללי,כללי,-1,0,0.18,-0.82,169.17,0.34,,5.68,-5.47,10.94,17.16,3.52,3.22,6.39,1.2,0.42,90.9,67.33,48.03,35.27,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202005,08/11/1994,כלל האוכלוסיה,כללי,כללי,-0.24,0.29,0.24,-0.29,171.47,0.34,,1.57,-3.98,11.36,18.92,3.65,3.53,6.42,1.44,0.49,90.9,69.18,50.03,37.72,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202006,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.04,-0.43,-0.47,170.35,0.34,,-0.35,-4.32,12.05,21.42,3.87,3.96,6.31,1.44,0.5,91.8,69.23,51.2,39.23,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202007,08/11/1994,כלל האוכלוסיה,כללי,כללי,0.53,0.19,0.53,0.87,175.32,0.34,,2.43,-1.99,13.47,22.85,4.3,4.2,6.37,1.44,0.59,91.7,72.39,52.13,40.9,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202008,08/11/1994,כלל האוכלוסיה,כללי,כללי,-0.51,0.84,80.51,79.16,261.96,0.34,,3.41,1.35,16.6,28.43,5.25,5.13,6.47,1.68,0.73,91.8,108.62,81.71,58.08,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202009,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.79,0.65,-0.14,256.56,0.34,,-1.98,-0.66,13.89,27.99,4.43,5.06,6.5,1.68,0.65,92.1,104.73,80.53,56.28,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202010,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.01,0,-0.01,256,0.34,,-0.19,-0.85,12.57,24.94,4.03,4.55,6.45,1.56,0.6,92,105.79,78.83,54.8,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202011,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.08,0,-0.08,266.43,0.34,,4.14,3.26,16.62,30.6,5.26,5.48,6.65,1.44,0.76,91.7,115.63,82.91,59.28,511880460,22/06/2021
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202012,08/11/1994,כלל האוכלוסיה,כללי,כללי,0.87,3.58,0.22,-2.49,267.69,0.34,,1.45,4.76,17.75,33.83,5.6,6,6.63,1.44,0.83,92,118.63,83.14,60.42,511880460,22/06/2021
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202001,28/06/1972,כלל האוכלוסיה,כללי,כללי,2.74,3.85,-5.2,-6.31,1075.43,0.62,0.46,0.27,0.27,15.01,20.74,4.77,3.84,3.04,0.96,1.36,84.5,234.82,307.36,161.14,512245812,22/06/2021
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202002,28/06/1972,כלל האוכלוסיה,כללי,כללי,6.01,14.65,19.13,10.49,1069.92,0.62,0.46,-1.43,-1.16,13.06,16.3,4.18,3.07,3,0.96,1.07,84.5,222.23,299.31,147.37,512245812,22/06/2021
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202003,28/06/1972,כלל האוכלוסיה,כללי,כללי,-2.87,10.88,0.83,-12.92,965.24,0.62,0.46,-8.56,-9.62,3.04,5.87,1,1.15,4.95,-0.12,0.02,83.8,181.16,239.7,110.04,512245812,22/06/2021
