FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
103,מיטב דש גמל לבני  50-60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201912,01/01/1970,כלל האוכלוסיה,מדרגות,50-60,22.3,19.51,-36.78,-33.99,7228.2,0.6,0.51,0.98,11.7,18.43,24.98,5.8,4.56,3.85,1.44,1.28,77.5,2748.67,2681.31,1453.85,512065202,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201901,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,4.64,2.64,5.27,7.27,935.71,0.57,0,2.15,2.15,12.76,17.98,4.08,3.36,3.28,0.6,0.9,87,213.8,168.71,178.12,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201902,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,2.6,1.65,4.85,5.8,949.28,0.57,0,0.88,3.05,13.93,17.49,4.44,3.28,3.26,0.6,0.95,87.6,212.25,167.12,213.46,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201903,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,4.97,6.65,1.8,0.12,955.7,0.57,0,0.71,3.78,13.6,17.36,4.34,3.25,3.25,0.6,0.98,87.8,201.14,165.36,177.62,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201904,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,2.58,3.17,7.98,7.39,972.42,0.57,0,1.02,4.84,13.9,18.38,4.43,3.43,3.27,0.6,1.07,87.7,207.3,168.58,180.09,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201905,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,2.81,1.85,7.78,8.74,975.76,0.57,0,-0.51,4.3,12.62,16.85,4.04,3.16,3.28,0.6,0.97,87.9,199.11,162.4,175.41,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201906,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,6.45,2.17,-2.11,2.17,989.43,0.57,0,1.23,5.59,13.84,18.55,4.42,3.46,3.3,0.48,1.08,88.2,204.68,166.89,179.47,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201907,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,3.49,2.42,3.44,4.51,998.53,0.57,0,0.51,6.13,12.63,19.37,4.04,3.6,3.3,0.6,1.14,88.5,204.29,164.36,176.31,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201908,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,2.96,3.37,5.48,5.07,1001.11,0.57,0,-0.2,5.91,12.21,17.42,3.91,3.26,3.26,0.6,1.06,88.6,201.01,165.11,175.3,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201909,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,5.05,4.03,1.34,2.36,1011.26,0.57,0,0.83,6.79,13.67,17.8,4.36,3.33,3.27,0.6,1.11,88.5,206.48,167.52,177.74,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201910,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,1.77,2.2,-12.39,-12.82,1006.15,0.57,0,0.82,7.67,14.26,19.03,4.54,3.55,3.27,0.6,1.2,88.5,210.29,171.13,181.7,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201911,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,2.07,1.08,-12.95,-11.96,1001.11,0.57,0,0.74,8.47,14.9,18.58,4.74,3.47,3.25,0.6,1.23,86.9,215.64,173.61,182.99,512227265,03/05/2020
107,"הלמן-אלדובי גמל אג""ח עד 25% במניות",תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201912,01/01/1970,כלל האוכלוסיה,"אג""ח",משולב מניות,2.24,3.92,-16.14,-17.82,985.18,0.57,0,0.23,8.71,14.31,21.15,4.56,3.91,3.1,0.96,1.34,86.4,214.39,177.69,186.25,512227265,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201901,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",1.91,3.07,-5.08,-6.24,898.18,0.51,0.02,1.16,1.16,5.22,10.58,1.71,2.03,2.43,-0.84,0.69,86.9,0.02,85.83,97.94,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201902,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.03,5.64,-5.32,-10.93,892.67,0.51,0.02,0.66,1.83,5.58,10.56,1.83,2.03,2.43,-0.84,0.75,86.8,0.02,87.23,97.49,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201903,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.96,2.78,-7.78,-9.6,890.32,0.51,0.02,0.86,2.7,6.56,10.93,2.14,2.1,2.45,-0.84,0.84,86.8,0.02,95.02,98.77,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201904,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.42,5.84,-7.74,-13.16,880.87,0.51,0.02,0.47,3.19,6.27,10.94,2.05,2.1,2.45,-0.84,0.88,86.7,0.02,93,96.34,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201905,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",6.93,4.1,-7.39,-4.56,878.48,0.51,0.02,0.27,3.46,6.5,10.18,2.12,1.96,2.42,-0.84,0.87,86.7,0.02,92.4,87.4,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201906,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.33,3.1,-6.15,-8.92,876.09,0.51,0.02,0.79,4.28,6.74,11.27,2.2,2.16,2.43,-0.72,0.99,86.5,0.02,103,87.76,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201907,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",3.99,5.2,-8.88,-10.09,874.3,0.51,0.02,1,5.32,7.14,12.3,2.33,2.35,2.46,-0.72,1.11,86.5,0.02,115.17,82.18,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201908,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0.99,3.48,-8.07,-10.56,869.6,0.51,0.02,0.72,6.08,8.24,11.43,2.67,2.19,2.4,-0.72,1.15,86.6,0.02,115.1,82.8,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201909,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",3.68,2.97,-5.49,-4.78,867.76,0.51,0.02,0.39,6.5,9.42,12.06,3.05,2.3,2.39,-0.72,1.21,86.6,0.02,104.66,82.88,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201910,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",1.17,2.99,-3.54,-5.36,866.74,0.51,0.02,0.54,7.07,9.81,11.95,3.17,2.28,2.39,-0.6,1.25,86.6,0.02,108.58,84.63,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201911,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",1.48,2.1,-1.91,-2.53,863.39,0.51,0.02,-0.05,7.02,10.78,11.65,3.47,2.23,2.39,-0.72,1.21,86.4,0.02,114.81,78.76,512244146,03/05/2020
117,"כלל תמר אג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201912,14/11/1994,כלל האוכלוסיה,"אג""ח","אג""ח",1.4,2.93,-8.38,-9.91,855.59,0.51,0.02,0.29,7.33,10.76,13.52,3.47,2.57,2.29,-0.48,1.35,86.6,0.02,96.75,77.83,512244146,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201901,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,1.46,0,-1.46,143.54,0.41,,2.98,2.98,15.82,20.86,5.02,3.86,4.14,0.36,0.79,88.4,55.01,34.85,29.41,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201902,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.63,0,-0.63,145.25,0.41,,1.67,4.7,18.29,21.17,5.76,3.92,4.16,0.48,0.87,88.4,56.1,35.27,28.66,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201903,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.69,-6.38,-7.07,139.81,0.41,,1.22,5.98,18.07,21.41,5.69,3.96,4.17,0.48,0.93,88.7,53.45,34.12,27.46,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201904,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,1.62,0,-1.62,140.65,0.41,,1.81,7.9,19.02,23.36,5.98,4.29,4.22,0.6,1.04,88.7,54.53,34.68,28.52,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201905,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.3,0,-0.3,139.01,0.41,,-0.93,6.89,17.04,21.08,5.38,3.9,4.25,0.48,0.92,89,52.86,33.25,26.78,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201906,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.82,0,-0.82,140.72,0.41,,1.86,8.88,19.38,23.81,6.08,4.36,4.29,0.6,1.05,89.4,54.44,34.17,27.92,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201907,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.32,0.12,-0.2,141.72,0.41,,0.89,9.85,17.44,25.58,5.5,4.66,4.28,0.72,1.12,89.4,54.73,33.81,27.66,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201908,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.26,0.15,-0.11,141.66,0.41,,0.07,9.93,17.16,23.14,5.42,4.25,4.21,0.72,1.08,89.6,54.97,33.86,27.41,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201909,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.02,0.13,0.11,143.53,0.41,,1.27,11.32,19.09,23.77,6,4.36,4.23,0.72,1.14,89.6,56.22,34.31,27.85,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201910,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.09,0,-0.09,145.71,0.41,,1.61,13.11,20.8,25.66,6.5,4.67,4.26,0.84,1.24,89.7,57.86,35.21,28.39,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201911,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,0.08,0,-0.08,147.1,0.41,,1.05,14.3,21.96,25.8,6.84,4.7,4.27,0.84,1.29,89.5,59.02,36.16,28.94,511880460,03/05/2020
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",201912,08/11/1994,כלל האוכלוסיה,כללי,כללי,0,1.07,0.01,-1.06,146.58,0.41,,0.41,14.77,21.36,29.14,6.67,5.25,4.1,1.32,1.39,89.7,59.2,36.54,29.71,511880460,03/05/2020
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201901,28/06/1972,כלל האוכלוסיה,כללי,כללי,2.66,7.27,17.42,12.81,1020.92,0.64,0.19,2.07,2.07,11.61,19.68,3.73,3.66,3.22,0.48,0.96,84.7,204.97,276.18,185.55,512245812,03/05/2020
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201902,28/06/1972,כלל האוכלוסיה,כללי,כללי,5.58,7.8,9.5,7.28,1038.15,0.64,0.19,1.03,3.12,12.97,18.93,4.15,3.53,3.18,0.6,1.01,84.9,207.5,279.7,187.57,512245812,03/05/2020
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201903,28/06/1972,כלל האוכלוסיה,כללי,כללי,4.26,11.04,0.2,-6.58,1038.03,0.64,0.19,0.69,3.83,13,18.62,4.16,3.47,3.17,0.48,1.04,84.6,213.19,276.19,277.31,512245812,03/05/2020
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201904,28/06/1972,כלל האוכלוסיה,כללי,כללי,2.76,21.04,3.42,-14.86,1035.24,0.64,0.19,1.23,5.11,13.18,19.97,4.21,3.71,3.2,0.6,1.15,84.2,220.41,292.22,200.58,512245812,03/05/2020
