"   ","FUND_ID","FUND_NAME","FUND_CLASSIFICATION","CONTROLLING_CORPORATION","MANAGING_CORPORATION","REPORT_PERIOD","INCEPTION_DATE","TARGET_POPULATION","SPECIALIZATION","SUB_SPECIALIZATION","DEPOSITS","WITHDRAWLS","INTERNAL_TRANSFERS","NET_MONTHLY_DEPOSITS","TOTAL_ASSETS","AVG_ANNUAL_MANAGEMENT_FEE","AVG_DEPOSIT_FEE","MONTHLY_YIELD","YEAR_TO_DATE_YIELD","YIELD_TRAILING_3_YRS","YIELD_TRAILING_5_YRS","AVG_ANNUAL_YIELD_TRAILING_3YRS","AVG_ANNUAL_YIELD_TRAILING_5YRS","STANDARD_DEVIATION","ALPHA","SHARPE_RATIO","LIQUID_ASSETS_PERCENT","STOCK_MARKET_EXPOSURE","FOREIGN_EXPOSURE","FOREIGN_CURRENCY_EXPOSURE","MANAGING_CORPORATION_LEGAL_ID","CURRENT_DATE"
"27","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201503","02/02/1976","כלל האוכלוסיה","כללי","כללי","39.69","106.38","6.38","-60.31","29521.97","0.76","1.39","1.17","4.46","30.62","39.83","9.31","6.94","4.71","1.08","1.32","83.6","9424.12","8402.84","5404.9","513765347","10/07/2018 08:31:02"
"28","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201504","02/02/1976","כלל האוכלוסיה","כללי","כללי","36.88","89.88","-30.19","-83.19","29542.16","0.76","1.39","0.41","4.89","29.72","41.87","9.06","7.25","4.65","0.96","1.37","83.5","9296.36","8305.36","5222.09","513765347","10/07/2018 08:31:02"
"29","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201505","02/02/1976","כלל האוכלוסיה","כללי","כללי","40.09","115.38","-8.32","-83.61","29568.45","0.76","1.39","0.44","5.35","33.31","46.09","10.06","7.88","4.44","1.08","1.48","83.2","9362.75","8594.53","5352.52","513765347","10/07/2018 08:31:02"
"30","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201506","02/02/1976","כלל האוכלוסיה","כללי","כללי","44.89","97.74","5.52","-47.33","28885.57","0.76","1.39","-2.09","3.15","30.93","42.71","9.4","7.37","4.6","1.44","1.2","83.3","9031.72","8245.95","4921.26","513765347","10/07/2018 08:31:02"
"31","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201507","02/02/1976","כלל האוכלוסיה","כללי","כללי","48.66","98.96","30.14","-20.16","29311.28","0.76","1.39","1.61","4.81","29.81","41.24","9.09","7.15","4.53","1.32","1.25","83.2","9360.95","8563.8","5094.01","513765347","10/07/2018 08:31:02"
"32","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201508","02/02/1976","כלל האוכלוסיה","כללי","כללי","63.42","97.12","41.05","7.35","28890.4","0.76","1.39","-1.41","3.33","27.44","37.83","8.42","6.63","4.61","1.44","1.07","83.3","8603.18","8104.81","4986.67","513765347","10/07/2018 08:31:02"
"33","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201509","02/02/1976","כלל האוכלוסיה","כללי","כללי","58.94","57.80","21.28","22.42","28436.64","0.76","1.39","-1.58","1.7","23.05","32.79","7.16","5.84","4.65","1.44","0.86","83.3","7939.2","7726","4722.57","513765347","10/07/2018 08:31:02"
"34","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201510","02/02/1976","כלל האוכלוסיה","כללי","כללי","54.55","78.11","30.99","7.43","29054.79","0.76","1.39","2.22","3.95","23.82","31.94","7.38","5.7","4.59","1.44","0.94","83.1","8566.7","8195.45","5391.03","513765347","10/07/2018 08:31:02"
"35","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201511","02/02/1976","כלל האוכלוסיה","כללי","כללי","65.38","101.61","41.72","5.49","29004.26","0.76","1.39","-0.13","3.82","22.25","32.74","6.93","5.83","4.56","1.56","0.93","83","9323.92","9040.86","5160.53","513765347","10/07/2018 08:31:02"
"36","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201512","02/02/1976","כלל האוכלוסיה","כללי","כללי","106.00","109.09","61.07","57.98","28754.52","0.76","1.39","-0.95","2.83","20.76","29.59","6.49","5.32","4.59","1.44","0.8","83","9254.74","9097.32","4871.86","513765347","10/07/2018 08:31:02"
"37","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201501","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.41","1.13","-2.84","-3.56","480.5","0.63","0.00","0.32","0.32","19.9","29.82","6.24","5.36","3.7","0.24","0.92","84.9","139.83","82.83","86.11","512227265","10/07/2018 08:31:02"
"38","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201502","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.02","1.48","-2.54","-4.00","488.6","0.63","0.00","2.59","2.92","23.18","31.86","7.2","5.69","3.82","0.24","1.06","85.8","147.43","86.75","90.03","512227265","10/07/2018 08:31:02"
"39","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201503","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.20","0.99","-2.34","-3.13","487.87","0.63","0.00","0.55","3.48","22.84","31.04","7.1","5.56","3.81","0.36","1.06","86.1","149.73","86.62","90.04","512227265","10/07/2018 08:31:02"
"40","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201504","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.17","1.01","-0.87","-1.71","488.93","0.63","0.00","0.62","4.13","21.7","32.46","6.77","5.78","3.78","0.36","1.12","86.1","147.57","86.23","89.75","512227265","10/07/2018 08:31:02"
"41","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201505","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.19","1.40","-0.25","-1.46","488.45","0.63","0.00","0.34","4.48","24.77","34.13","7.66","6.05","3.73","0.24","1.17","86.1","148.71","84.04","90.04","512227265","10/07/2018 08:31:02"
"42","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201506","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.24","1.46","-0.98","-2.20","476.48","0.63","0.00","-2.05","2.34","23.2","30.5","7.2","5.47","3.9","0.24","0.87","85.6","147.56","78.97","82.87","512227265","10/07/2018 08:31:02"
"43","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201507","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.12","1.13","-5.15","-6.16","474.7","0.63","0.00","0.97","3.33","21.63","29.46","6.74","5.3","3.86","0.24","0.9","84.9","147.92","80.7","83.05","512227265","10/07/2018 08:31:02"
"44","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201508","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.15","1.22","-4.28","-5.35","462.58","0.63","0.00","-1.39","1.89","19.5","26.83","6.12","4.87","3.95","0.36","0.72","84.5","140.71","74.97","78.35","512227265","10/07/2018 08:31:02"
"45","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201509","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.16","0.98","-2.22","-3.04","452.14","0.63","0.00","-1.56","0.3","15.36","22.9","4.88","4.21","4","0.48","0.51","84.5","137.02","74.08","77.69","512227265","10/07/2018 08:31:02"
"46","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201510","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.12","1.68","-1.31","-2.87","458.16","0.63","0.00","2","2.31","15.88","22.63","5.04","4.16","3.98","0.48","0.61","84.5","148.02","78.99","87.8","512227265","10/07/2018 08:31:02"
"47","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201511","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.26","1.11","-2.11","-2.96","455.4","0.63","0.00","0.1","2.41","14.85","23.48","4.72","4.31","3.96","0.72","0.62","83.8","149.98","82.67","89.65","512227265","10/07/2018 08:31:02"
"48","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201512","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","1.69","1.68","-1.42","-1.41","450.62","0.63","0.00","-0.67","1.73","14.59","21.23","4.64","3.93","3.97","0.6","0.52","83.6","132.76","74.91","82.11","512227265","10/07/2018 08:31:02"
"49","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201501","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.82","2.73","-2.48","-4.39","730.53","0.25","","0.34","0.34","22.89","32.37","7.11","5.77","4.2","0.12","0.99","89.5","266.57","205.57","182.55","520027624","10/07/2018 08:31:02"
"50","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201502","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.83","2.08","-1.36","-2.61","746.41","0.25","","2.56","2.91","25.99","34.56","8.01","6.12","4.3","0.12","1.12","89.7","279.3","214.99","183.71","520027624","10/07/2018 08:31:02"
"51","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201503","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.84","2.88","-3.07","-5.11","747.34","0.25","","0.83","3.76","25.8","33.34","7.95","5.92","4.27","0.12","1.13","89.5","280.28","222.12","159.83","520027624","10/07/2018 08:31:02"
"52","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201504","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.82","5.41","-2.72","-7.31","742.08","0.25","","0.29","4.06","24.77","34.73","7.66","6.14","4.23","0","1.17","89.6","280.31","229.44","173.81","520027624","10/07/2018 08:31:02"
"53","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201505","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.82","3.42","-1.77","-4.37","739.14","0.25","","0.21","4.28","27.91","37.22","8.55","6.53","4.13","-0.12","1.23","89.6","280.67","228.82","151.44","520027624","10/07/2018 08:31:02"
"54","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201506","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.82","3.39","-1.61","-4.18","718.09","0.25","","-2.27","1.92","25.29","33.44","7.8","5.94","4.31","0.12","0.93","89.6","262.89","218.14","134.9","520027624","10/07/2018 08:31:02"
"55","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201507","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.87","2.44","-2.02","-3.59","725.17","0.25","","1.51","3.45","23.64","32.83","7.33","5.84","4.28","0.12","0.98","89.2","274.15","223.43","137.59","520027624","10/07/2018 08:31:02"
"56","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201508","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.84","2.98","-1.70","-3.84","708.5","0.25","","-1.75","1.64","21.02","29.31","6.57","5.28","4.39","0","0.77","89.2","258.6","215.72","131.45","520027624","10/07/2018 08:31:02"
"57","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201509","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.83","1.10","-0.58","-0.85","694.33","0.25","","-1.86","-0.25","16.58","24.8","5.25","4.53","4.47","0.12","0.56","89.3","242.07","210.53","126.1","520027624","10/07/2018 08:31:02"
"58","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201510","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.75","2.03","-0.75","-2.03","710.76","0.25","","2.68","2.43","18.76","25.02","5.9","4.57","4.49","0.24","0.67","89.2","260.13","228.35","137.21","520027624","10/07/2018 08:31:02"
"59","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201511","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.78","3.56","-0.73","-3.51","705.1","0.25","","-0.28","2.14","18.01","25.35","5.68","4.62","4.48","0.24","0.65","88.4","264.68","232.7","142.92","520027624","10/07/2018 08:31:02"
