"   ","FUND_ID","FUND_NAME","FUND_CLASSIFICATION","CONTROLLING_CORPORATION","MANAGING_CORPORATION","REPORT_PERIOD","INCEPTION_DATE","TARGET_POPULATION","SPECIALIZATION","SUB_SPECIALIZATION","DEPOSITS","WITHDRAWLS","INTERNAL_TRANSFERS","NET_MONTHLY_DEPOSITS","TOTAL_ASSETS","AVG_ANNUAL_MANAGEMENT_FEE","AVG_DEPOSIT_FEE","MONTHLY_YIELD","YEAR_TO_DATE_YIELD","YIELD_TRAILING_3_YRS","YIELD_TRAILING_5_YRS","AVG_ANNUAL_YIELD_TRAILING_3YRS","AVG_ANNUAL_YIELD_TRAILING_5YRS","STANDARD_DEVIATION","ALPHA","SHARPE_RATIO","LIQUID_ASSETS_PERCENT","STOCK_MARKET_EXPOSURE","FOREIGN_EXPOSURE","FOREIGN_CURRENCY_EXPOSURE","MANAGING_CORPORATION_LEGAL_ID","CURRENT_DATE"
"12","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201612","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","42.75","53.70","-23.51","-34.46","11620.62","0.68","0.70","0.76","3.47","11.82","37.3","3.79","6.55","4.18","2.52","1.11","77.1","3012.93","4069.31","1779.64","512267592","10/07/2018 08:31:51"
"13","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201601","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","7.94","9.25","-12.36","-13.67","5163.44","0.72","0.68","-1.3","-1.3","15.42","23.35","4.9","4.29","4.71","1.08","0.59","82.1","1707.82","1545.93","954.35","512065202","10/07/2018 08:31:51"
"14","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201602","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","10.85","21.09","-4.06","-14.30","5120.93","0.72","0.68","-0.48","-1.77","13.93","22.86","4.44","4.2","4.72","1.2","0.55","82.1","1625.41","1432.85","958.82","512065202","10/07/2018 08:31:51"
"15","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201603","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","17.18","13.71","-9.77","-6.30","5159.02","0.72","0.68","0.93","-0.86","15.14","24.05","4.81","4.4","4.73","1.08","0.62","81.6","1655.68","1447.34","840.06","512065202","10/07/2018 08:31:51"
"16","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201604","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","8.07","12.02","-5.49","-9.44","5193.11","0.72","0.68","0.9","0.03","14.96","24.84","4.76","4.54","4.73","1.08","0.68","81.6","1670.04","1462.74","853.21","512065202","10/07/2018 08:31:51"
"17","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201605","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","10.49","12.21","-6.79","-8.51","5205.45","0.72","0.68","0.47","0.5","13.52","26.54","4.32","4.82","4.7","1.2","0.74","81.5","1686.54","1483.78","858.18","512065202","10/07/2018 08:31:51"
"18","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201606","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","12.69","18.42","3.99","-1.74","5176.82","0.72","0.68","-0.46","0.04","14.88","27.8","4.73","5.03","4.64","1.44","0.74","81.3","1672.15","1527.32","863.81","512065202","10/07/2018 08:31:51"
"19","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201607","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","14.60","12.39","-10.39","-8.18","5268.08","0.72","0.68","1.98","2.02","15.27","30.38","4.85","5.45","4.69","1.44","0.87","81.3","1758.88","1502.48","896.33","512065202","10/07/2018 08:31:51"
"20","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201608","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","13.05","15.43","1.61","-0.77","5291.14","0.72","0.68","0.52","2.55","16.26","34.58","5.15","6.12","4.47","1.68","0.99","81.7","1738.44","1555.66","900.93","512065202","10/07/2018 08:31:51"
"21","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201609","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","11.88","11.02","-18.38","-17.52","5248.44","0.72","0.68","-0.42","2.12","13.46","35.64","4.3","6.29","4.43","1.68","0.98","81.4","1741.49","1569.58","903.18","512065202","10/07/2018 08:31:51"
"22","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201610","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","6.81","6.74","-9.58","-9.51","5243.51","0.72","0.68","0.15","2.27","11.88","32.12","3.81","5.73","4.3","1.8","0.94","81.3","1748.31","1584.73","914.99","512065202","10/07/2018 08:31:51"
"23","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201611","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","9.22","12.81","-10.77","-14.36","5247.79","0.72","0.68","0.42","2.7","10.64","34.27","3.43","6.07","4.24","1.8","1.01","81.2","1783.78","1596.71","945.08","512065202","10/07/2018 08:31:51"
"24","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201612","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","32.67","15.03","-13.27","4.37","5292.09","0.72","0.68","0.82","3.55","11.63","34.72","3.74","6.14","4.24","1.8","1.06","81.4","1842.31","1722.03","967.54","512065202","10/07/2018 08:31:51"
"25","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201601","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.31","3.13","-6.20","-9.02","437.85","0.61","0.00","-0.76","-0.76","12.88","20.19","4.12","3.75","4","0.84","0.54","83.6","102.6","69.46","44.88","512227265","10/07/2018 08:31:51"
"26","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201602","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.13","0.26","-3.17","-3.30","433.62","0.61","0.00","-0.16","-0.92","11.18","19.91","3.6","3.7","4","0.96","0.52","83.6","102.73","68.7","44.55","512227265","10/07/2018 08:31:51"
"27","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201603","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.05","2.22","-0.97","-3.14","434.59","0.61","0.00","1","0.07","11.8","21.51","3.79","3.97","4","0.96","0.61","83.5","103.86","70","61.65","512227265","10/07/2018 08:31:51"
"28","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201604","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.18","2.13","-0.20","-2.15","435.51","0.61","0.00","0.76","0.83","12.02","22.41","3.86","4.13","4.01","1.08","0.68","83.5","102.09","72.05","77.52","512227265","10/07/2018 08:31:51"
"29","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201605","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","1.17","1.54","-0.51","-0.88","437.12","0.61","0.00","0.62","1.46","11.02","24.3","3.55","4.45","3.97","1.2","0.76","83.3","97.13","72.91","71.58","512227265","10/07/2018 08:31:51"
"30","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201606","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.35","1.79","-0.58","-2.02","435.48","0.61","0.00","0.14","1.6","12.3","25.1","3.94","4.58","3.95","1.2","0.79","83.2","104.38","71.69","72.62","512227265","10/07/2018 08:31:51"
"31","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201607","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","1.75","1.09","-0.24","0.42","442.59","0.61","0.00","1.59","3.22","12.38","27.24","3.97","4.94","3.98","1.32","0.91","83.8","98.51","72.31","74.17","512227265","10/07/2018 08:31:51"
"32","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201608","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","2.28","2.30","-0.17","-0.19","442.98","0.61","0.00","0.18","3.4","12.95","29.44","4.14","5.3","3.88","1.32","0.98","83.4","96.61","77.14","74.35","512227265","10/07/2018 08:31:51"
"33","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201609","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","2.79","0.63","3.84","6.00","446.67","0.61","0.00","-0.47","2.92","10.25","30.36","3.31","5.45","3.84","1.44","0.97","82.5","96.95","79.21","78.28","512227265","10/07/2018 08:31:51"
"34","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201610","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","2.56","0.55","0.60","2.61","450.4","0.61","0.00","0.3","3.22","9.67","27.56","3.12","4.99","3.72","1.56","0.94","82.7","92.33","80.58","78.01","512227265","10/07/2018 08:31:51"
"35","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201611","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","5.37","1.91","7.91","11.37","462.36","0.61","0.00","0.18","3.41","8.61","28.96","2.79","5.22","3.67","1.44","0.98","83.3","101.04","78.53","77.34","512227265","10/07/2018 08:31:51"
"36","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201612","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","7.39","1.98","9.80","15.21","480.83","0.61","0.00","0.75","4.19","9.52","29.22","3.08","5.26","3.68","1.44","1.03","83.5","107.25","77.73","77.26","512227265","10/07/2018 08:31:51"
"37","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201601","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","0.93","5.06","-4.23","-8.36","1292.56","0.63","0.13","0.42","0.42","10.51","23.35","3.39","4.29","2.9","-0.36","0.82","89.3","0.08","74.95","99.1","512244146","10/07/2018 08:31:51"
"38","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201602","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","0.70","4.55","4.16","0.31","1296.08","0.63","0.13","0.32","0.74","10.36","23.17","3.34","4.26","2.9","-0.48","0.84","89.6","0.08","61.76","96.03","512244146","10/07/2018 08:31:51"
"39","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201603","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","2.51","4.93","8.18","5.76","1300.3","0.63","0.13","-0.07","0.67","10.22","24.54","3.3","4.49","2.83","-0.48","0.88","89.8","0.08","54.37","94.71","512244146","10/07/2018 08:31:51"
"40","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201604","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","2.25","10.67","-5.10","-13.52","1295.6","0.63","0.13","0.74","1.42","9.43","24.77","3.05","4.53","2.83","-0.6","0.94","89.7","0.08","61.86","94.64","512244146","10/07/2018 08:31:51"
"41","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201605","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","2.06","5.54","-1.34","-4.82","1290.9","0.63","0.13","0.06","1.48","9.03","24.47","2.92","4.48","2.83","-0.48","0.94","89.6","0.08","63.99","100.11","512244146","10/07/2018 08:31:51"
"42","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201606","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","2.22","6.37","-8.55","-12.70","1284.68","0.63","0.13","0.56","2.04","10.32","25.31","3.33","4.62","2.83","-0.48","1","89.6","0.08","69.19","98.78","512244146","10/07/2018 08:31:51"
"43","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201607","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","1.29","6.70","-9.23","-14.64","1277.3","0.63","0.13","0.62","2.68","9.88","25.1","3.19","4.58","2.82","-0.48","1.05","89.1","0.08","81.07","107.06","512244146","10/07/2018 08:31:51"
"44","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201608","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","2.38","7.87","-6.87","-12.36","1260.43","0.63","0.13","-0.3","2.37","10.29","24.2","3.32","4.43","2.84","-0.48","0.98","88.8","0.05","81.75","100.29","512244146","10/07/2018 08:31:51"
"45","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201609","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","4.17","5.19","1.89","0.87","1251.94","0.63","0.13","-0.69","1.66","8.25","23.55","2.68","4.32","2.87","-0.48","0.89","88.8","0.05","85.26","88.59","512244146","10/07/2018 08:31:51"
"46","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201610","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","2.33","4.88","-0.06","-2.61","1250.74","0.63","0.13","0.18","1.85","7.7","22.57","2.5","4.15","2.85","-0.48","0.87","89.1","0.05","90.05","100.38","512244146","10/07/2018 08:31:51"
"47","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201611","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","2.00","5.52","8.25","4.73","1243.17","0.63","0.13","-0.93","0.9","5.63","22.23","1.84","4.1","2.88","-0.48","0.76","88.9","0.05","93.94","99.2","512244146","10/07/2018 08:31:51"
"48","117","כלל תמר אג""ח ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","201612","14/11/1994","כלל האוכלוסיה","אג""ח","אג""ח","3.57","9.52","-11.14","-17.09","1229.3","0.63","0.13","0.31","1.21","6.62","21.33","2.16","3.94","2.86","-0.48","0.76","88.7","0.03","104.86","99.41","512244146","10/07/2018 08:31:51"
"49","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201601","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.00","0.16","-0.29","-0.45","119.07","0.58","","-1.03","-1.03","12.51","16.32","4.01","3.07","4.87","-0.24","0.36","89","38.09","32.09","20.56","511880460","10/07/2018 08:31:51"
"50","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201602","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.00","2.72","-0.17","-2.89","115.56","0.58","","-0.45","-1.48","10.64","15.62","3.43","2.95","4.88","-0.24","0.32","88.7","37.51","29.92","20.19","511880460","10/07/2018 08:31:51"
"51","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201603","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.00","3.06","-1.38","-4.44","112.69","0.58","","1.41","-0.09","11.64","17.67","3.74","3.31","4.9","-0.12","0.43","88.2","38.23","29.37","20.16","511880460","10/07/2018 08:31:51"
"52","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201604","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.00","6.68","-0.87","-7.55","106.16","0.58","","0.99","0.9","12.11","19.05","3.88","3.55","4.9","0.12","0.5","88.1","37.51","27.62","19.28","511880460","10/07/2018 08:31:51"
"53","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201605","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.00","1.89","-0.02","-1.91","104.98","0.58","","0.75","1.66","11.14","21.13","3.58","3.91","4.87","0.24","0.58","88.1","37.6","29.19","19.1","511880460","10/07/2018 08:31:51"
"54","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201606","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.14","6.96","0.00","-6.82","97.98","0.58","","-0.14","1.52","12.32","22.51","3.95","4.14","4.82","0.48","0.6","88","34.61","26.02","15.12","511880460","10/07/2018 08:31:51"
"55","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201607","08/11/1994","כלל האוכלוסיה","כללי","כללי","-0.14","0.09","-0.78","-1.01","99.42","0.58","","2.56","4.12","13.82","26.2","4.41","4.76","4.91","0.72","0.77","87.8","36.12","26.78","15.97","511880460","10/07/2018 08:31:51"
"56","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201608","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.14","0.01","0.00","0.13","99.81","0.58","","0.31","4.44","14.89","29.84","4.74","5.36","4.73","0.96","0.87","87.5","36.29","26.62","15.98","511880460","10/07/2018 08:31:51"
"57","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201609","08/11/1994","כלל האוכלוסיה","כללי","כללי","-0.14","0.21","0.28","-0.07","99.32","0.58","","-0.37","4.05","12.14","31.16","3.89","5.57","4.67","1.08","0.87","87.7","34.4","25.26","15.69","511880460","10/07/2018 08:31:51"
"58","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201610","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.00","0.02","0.00","-0.02","99.42","0.58","","0.17","4.23","11.23","27.95","3.61","5.05","4.56","1.08","0.83","87.4","34.5","25.55","15.86","511880460","10/07/2018 08:31:51"
"59","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201611","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.00","3.75","-0.79","-4.54","94.88","0.58","","0.09","4.32","9.47","30.97","3.06","5.54","4.41","1.08","0.9","87.2","33.82","24.15","14.97","511880460","10/07/2018 08:31:51"
"60","118","אנליסט קופה מרכזית לפיצויים מסלול כללי","מרכזית לפיצויים","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","201612","08/11/1994","כלל האוכלוסיה","כללי","כללי","0.00","0.04","0.00","-0.04","95.66","0.58","","0.9","5.26","10.83","31.73","3.49","5.67","4.41","1.08","0.96","87.5","30.58","21.12","15.28","511880460","10/07/2018 08:31:51"
"61","119","מנורה מבטחים יותר מסלול ד'","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","201601","28/06/1972","כלל האוכלוסיה","כללי","כללי","-0.13","5.07","2.35","-2.85","689.24","0.82","0.31","-0.88","-0.88","16.98","25.69","5.37","4.68","4.75","0.96","0.71","81.6","149.33","166.83","105.95","512245812","10/07/2018 08:31:51"
